1984	3	53.8829665
1984	4	53.9442904
1984	5	54.0042478
1984	6	54.0536342
1984	7	54.085644
1984	8	54.1084122
1984	9	54.1462942
1984	10	54.1913988
1984	11	54.2452023
1984	12	54.2957622
1985	1	54.3427024
1985	2	54.3910864
1985	3	54.4319877
1985	4	54.4897699
1985	5	54.545636
1985	6	54.597741
1985	7	54.6354962
1985	8	54.6532352
1985	9	54.677594
1985	10	54.7173643
1985	11	54.7740957
1985	12	54.8253023
1986	1	54.8712512
1986	2	54.916146
1986	3	54.9580535
1986	4	54.9997186
1986	5	55.047571
1986	6	55.0911778
1986	7	55.1132386
1986	8	55.132774
1986	9	55.1532423
1986	10	55.1898003
1986	11	55.2415531
1986	12	55.283803
1987	1	55.3222105
1987	2	55.3612676
1987	3	55.406262
1987	4	55.4628719
1987	5	55.5110909
1987	6	55.5523777
1987	7	55.5811877
1987	8	55.6004372
1987	9	55.626202
1987	10	55.6656271
1987	11	55.7167999
1987	12	55.7698097
1988	1	55.8196609
1988	2	55.8615028
1988	3	55.9129883
1988	4	55.9663474
1988	5	56.0220102
1988	6	56.0700015
1988	7	56.0939035
1988	8	56.110463
1988	9	56.1313736
1988	10	56.1610839
1988	11	56.2068432
1988	12	56.2582503
1989	1	56.3000349
1989	2	56.339902
1989	3	56.3789995
1989	4	56.4282839
1989	5	56.4803947
1989	6	56.5352164
1989	7	56.5697487
1989	8	56.5983102
1989	9	56.6328326
1989	10	56.6738814
1989	11	56.7332116
1989	12	56.7971596
1990	1	56.8552701
1990	2	56.9111378
1990	3	56.9754725
1990	4	57.0470772
1990	5	57.1136128
1990	6	57.173831
1990	7	57.2226068
1990	8	57.259731
1990	9	57.3072742
1990	10	57.3643368
1990	11	57.4334281
1990	12	57.5015747
1991	1	57.5653127
1991	2	57.6333396
1991	3	57.6972844
1991	4	57.7710774
1991	5	57.8407427
1991	6	57.9057801
1991	7	57.9575663
1991	8	57.9974929
1991	9	58.0425517
1991	10	58.1043319
1991	11	58.1679128
1991	12	58.2389092
1992	1	58.3091659
1992	2	58.3833021
1992	3	58.4536748
1992	4	58.5401438
1992	5	58.6227714
1992	6	58.6916662
1992	7	58.7409628
1992	8	58.7836189
1992	9	58.8405543
1992	10	58.898579
1992	11	58.9713678
1992	12	59.043837
1993	1	59.1218414
1993	2	59.2002687
1993	3	59.274737
1993	4	59.3574134
1993	5	59.4433827
1993	6	59.5242416
1993	7	59.5849787
1993	8	59.6343497
1993	9	59.6927827
1993	10	59.758805
1993	11	59.8386448
1993	12	59.9110567
1994	1	59.9844537
1994	2	60.056435
1994	3	60.123065
1994	4	60.2042185
1994	5	60.2803745
1994	6	60.3530352
1994	7	60.4011891
1994	8	60.4439959
1994	9	60.4900257
1994	10	60.5578054
1994	11	60.6324446
1994	12	60.7058569
1995	1	60.7853482
1995	2	60.8663504
1995	3	60.9386672
1995	4	61.0276757
1995	5	61.1103448
1995	6	61.1870458
1995	7	61.2453891
1995	8	61.2881024
1995	9	61.3377799
1995	10	61.4036165
1995	11	61.4760366
1995	12	61.5524599
1996	1	61.6286593
1996	2	61.6845819
1996	3	61.743306
1996	4	61.8132425
1996	5	61.8823203
1996	6	61.9496762
1996	7	61.9968743
1996	8	62.0342938
1996	9	62.0714108
1996	10	62.1202315
1996	11	62.1809508
1996	12	62.2382046
1997	1	62.2950486
1997	2	62.3506479
1997	3	62.3995381
1997	4	62.475395
1997	5	62.5463091
1997	6	62.6136031
1997	7	62.6570739
1997	8	62.6941742
1997	9	62.7383271
1997	10	62.7926305
1997	11	62.8566986
1997	12	62.9145607
1998	1	62.9658689
1998	2	63.0216632
1998	3	63.0807052
1998	4	63.1461718
1998	5	63.2052946
1998	6	63.2599441
1998	7	63.2844088
1998	8	63.2961369
1998	9	63.3126092
1998	10	63.3421622
1998	11	63.3871303
1998	12	63.4339302
1999	1	63.4673369
1999	2	63.4978642
1999	3	63.5319327
1999	4	63.5679441
1999	5	63.6104432
1999	6	63.6444291
1999	7	63.6641815
1999	8	63.6739403
1999	9	63.692603
1999	10	63.7147066
1999	11	63.7518055
1999	12	63.792717
2000	1	63.8285221
2000	2	63.8556871
2000	3	63.8803854
2000	4	63.9075025
2000	5	63.9392787
2000	6	63.9690744
2000	7	63.9798604
2000	8	63.9833077
2000	9	63.9938011
2000	10	64.0093384
2000	11	64.0399621
2000	12	64.0670429
2001	1	64.0907881
2001	2	64.1068077
2001	3	64.1282125
2001	4	64.1584211
2001	5	64.1832722
2001	6	64.2093975
2001	7	64.2116628
2001	8	64.2073173
2001	9	64.2115565
2001	10	64.2222858
2001	11	64.2499625
2001	12	64.2760973
2002	1	64.2998037
2002	2	64.3191858
2002	3	64.345013
2002	4	64.3734584
2002	5	64.3943291
2002	6	64.4151156
2002	7	64.4132064
2002	8	64.4118464
2002	9	64.4096536
2002	10	64.4167832
2002	11	64.43292
2002	12	64.4510529
2003	1	64.4734276
2003	2	64.4893377
2003	3	64.5053342
2003	4	64.5269189
2003	5	64.5470942
2003	6	64.5596729
2003	7	64.5512293
2003	8	64.5370906
2003	9	64.5359472
2003	10	64.5414947
2003	11	64.5543634
2003	12	64.5654298
2004	1	64.5736111
2004	2	64.5891142
2004	3	64.6014759
2004	4	64.6176147
2004	5	64.6374397
2004	6	64.6548674
2004	7	64.6530021
2004	8	64.6379271
2004	9	64.637161
2004	10	64.6399614
2004	11	64.6543152
2004	12	64.6723164
2005	1	64.6876311
2005	2	64.7051905
2005	3	64.7313433
2005	4	64.7575312
2005	5	64.7811143
2005	6	64.8000929
2005	7	64.7994561
2005	8	64.7876424
2005	9	64.783095
2005	10	64.7920604
2005	11	64.8096421
2005	12	64.8310888
2006	1	64.8451826
2006	2	64.8597013
2006	3	64.8849929
2006	4	64.9174991
2006	5	64.9480298
2006	6	64.9793881
2006	7	64.9894772
2006	8	65.0028155
2006	9	65.0138193
2006	10	65.0371432
2006	11	65.0772597
2006	12	65.112197
2007	1	65.1464034
2007	2	65.1832638
2007	3	65.2145358
2007	4	65.2493713
2007	5	65.2920645
2007	6	65.3279403
2007	7	65.3413366
2007	8	65.3451881
2007	9	65.34964
2007	10	65.3711307
2007	11	65.3971998
2007	12	65.4295547
2008	1	65.4573487
2008	2	65.486752
2008	3	65.5152012
2008	4	65.5449916
2008	5	65.5780768
2008	6	65.612728
2008	7	65.6287505
2008	8	65.6370091
2008	9	65.6493375
2008	10	65.6759928
2008	11	65.7096966
2008	12	65.746092
2009	1	65.7768362
2009	2	65.8024614
2009	3	65.8236695
2009	4	65.8595036
2009	5	65.8973008
2009	6	65.932291
2009	7	65.950911
2009	8	65.9534105
2009	9	65.962833
2009	10	65.9838647
2009	11	66.0146733
2009	12	66.042049
2010	1	66.0699217
2010	2	66.0961343
2010	3	66.1310116
2010	4	66.1682713
2010	5	66.2071627
2010	6	66.2355846
2010	7	66.2408549
2010	8	66.2335423
2010	9	66.2349107
2010	10	66.2441095
2010	11	66.2751123
2010	12	66.3054334
2011	1	66.3245568
2011	2	66.3405713
2011	3	66.3624433
2011	4	66.3957101
2011	5	66.428903
2011	6	66.4618675
2011	7	66.4748837
2011	8	66.4751281
2011	9	66.4828678
2011	10	66.5056165
2011	11	66.5382912
2011	12	66.5705628
2012	1	66.6030198
2012	2	66.6339689
2012	3	66.6569117
2012	4	66.6925011
2012	5	66.7288729
2012	6	66.7578719
2012	7	66.7707625
2012	8	66.7740427
2012	9	66.7846288
2012	10	66.810324
2012	11	66.840048
2012	12	66.8778601
2013	1	66.9069091
2013	2	66.944259
2013	3	66.9762508
2013	4	67.0258126
2013	5	67.0716286
2013	6	67.1100184
2013	7	67.1266401
2013	8	67.1331391
2013	9	67.145797
2013	10	67.17174
2013	11	67.2091069
2013	12	67.2459812
2014	1	67.2810383
2014	2	67.3136452
2014	3	67.3456968
2014	4	67.389003
2014	5	67.4318433
2014	6	67.4666209
2014	7	67.4858459
2014	8	67.4989147
2014	9	67.5110936
2014	10	67.5352658
2014	11	67.571103
2014	12	67.6070253
2015	1	67.6439167
2015	2	67.6765272
2015	3	67.7116693
2015	4	67.7590634
2015	5	67.8011542
2015	6	67.840213
2015	7	67.8606318
2015	8	67.8821576
2015	9	67.9120101
2015	10	67.9546462
2015	11	68.0054839
2015	12	68.051412
2016	1	68.1024205
2016	2	68.1577127
2016	3	68.2043653
2016	4	68.2664507
2016	5	68.3188171
2016	6	68.3703564
2016	7	68.3964356
2016	8	68.4094472
2016	9	68.4304611
2016	10	68.4629791
2016	11	68.507818
2016	12	68.5537018
2017	1	68.5927179
2017	2	68.6298107
2017	3	68.6670627
2017	4	68.7135208
2017	5	68.7622755
2017	6	68.8032843
2017	7	68.8244838
2017	8	68.8373427
2017	9	68.847693
2017	10	68.8688567
2017	11	68.9005814
2017	12	68.9354999
2018	1	68.9676423
2018	2	68.9875354
2018	3	69.0175527
2018	4	69.0499081
2018	5	69.0823433
2018	6	69.1070034
2018	7	69.1134027
2018	8	69.1141898
2018	9	69.1207203
2018	10	69.1355578
2018	11	69.16459
2018	12	69.1964228
2019	1	69.2201632
2019	2	69.2451564
2019	3	69.2732758
2019	4	69.3031979
2019	5	69.3325675
2019	6	69.3540507
2019	7	69.3581722
2019	8	69.3441594
2019	9	69.3376329
2019	10	69.3377424
2019	11	69.3432191
2019	12	69.3540144
2020	1	69.3611554
2020	2	69.3751703
2020	3	69.3889904
2020	4	69.4091639
2020	5	69.4264662
2020	6	69.4386335
2020	7	69.4241335
2020	8	69.3921241
2020	9	69.3693422
2020	10	69.3574782
2020	11	69.3593242
2020	12	69.3630244
2021	1	69.359334
2021	2	69.3510133
2021	3	69.3537917
2021	4	69.3582217
2021	5	69.367306
2021	6	69.3678649
2021	7	69.3514228
2021	8	69.3273414
2021	9	69.3033273
2021	10	69.2892463
2021	11	69.2880419
2021	12	69.2908014
2022	1	69.2944974
2022	2	69.2913953
2022	3	69.286149
2022	4	69.2835153
2022	5	69.2815422
2022	6	69.2806375
2022	7	69.2553511
2022	8	69.2125426
2022	9	69.1847287
2022	10	69.17207
2022	11	69.1691531
2022	12	69.173303
2023	1	69.1698064
2023	2	69.1589095
2023	3	69.1556275
2023	4	69.1672253
2023	5	69.1771384
